,tconst,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,production_countries,primaryName
325,tt0047250,Le mouton à cinq pattes,1954,104,Comedy,6.7,691,FR,"Louis de Funès,Andrex,Michel Ardan,Edmond Ardisson,Françoise Arnoul,Georges Chamarat,Édouard Delmont,Paulette Dubost,Ky Duyen,Fernandel,Fernandel"
328,tt0047340,Les pépées font la loi,1955,95,"Comedy,Crime",5.6,49,FR,"Louise Carletti,Jean-Jacques Delbo,Claudine Dupuis,Jean Gaven,René Havard,Michèle Philippe,Suzy Prim,André Roanne,André Roanne,Dominique Wilms,Laurent Dauthuille"
329,tt0047358,Poisson d'avril,1954,102,Comedy,5.8,300,FR,"Maurice Biraud,Bourvil,Louis Bugette,Annie Cordy,Paul Faivre,Suzanne Grey,René Havard,Jean Hébey,Charles Lemontier,Jacqueline Noëlle"
332,tt0047461,Scuola elementare,1955,100,Comedy,7.0,98,"FR', 'IT","Ugo Attanasio,Riccardo Billi,Lise Bourdin,Mario Carotenuto,Marc Cassot,René Clermont,Alberto Rabagliati,Diana Dei,Alain Quercy,Mario Riva"
333,tt0047484,Si Versailles m'était conté,1954,152,"Comedy,Drama,History",6.8,636,"FR', 'IT","Jean-Pierre Aumont,Michel Auclair,Jean-Louis Barrault,Jeanne Boitel,Gilbert Bokanowski,Bourvil,Pauline Carton,Gino Cervi,Jean Chevrier,Aimé Clariond"
335,tt0047608,I tre ladri,1954,100,Comedy,5.9,141,"FR', 'IT","Gino Bramieri,Memmo Carotenuto,Mario Castellani,Lauro Gazzolo,Jean-Claude Pascal,Camillo Pilotto,Giovanna Ralli,Pina Renzi,Simone Simon,Totò"
339,tt0047822,Amici per la pelle,1955,100,"Comedy,Drama",7.2,201,"FR', 'IT', 'ES","Maria Chiara Bettinali,Vera Carmi,Paolo Ferrara,Ignazio Leone,Geronimo Meynier,Leonilde Montesi,Marcella Rovena,Andrea Sciré,Carlo Tamberlani,Luigi Tosi"
340,tt0047853,La bande à papa,1956,90,Comedy,5.8,143,FR,"Madeleine Barbulée,Marcel Bozzuffi,Henri Crémieux,Suzanne Dehelly,Geneviève Morel,Annie Noël,Fernand Raynaud,Noël Roquevert"
342,tt0047876,Il bidone,1955,92,"Comedy,Crime,Drama",7.5,6923,"IT', 'FR","Richard Basehart,Broderick Crawford,Sue Ellen Blake,Irene Cefaro,Alberto De Amicis,Lorella De Luca,Franco Fabrizi,Giacomo Gabrielli,Riccardo Garrone,Giulietta Masina"
345,tt0047921,Les carnets du Major Thompson,1955,105,"Comedy,Romance",5.3,134,FR,"Madeleine Barbulée,Katie Boyle,Geneviève Brunet,Jack Buchanan,Martine Carol,Paulette Dubost,André Luguet,Noël-Noël,Totti Truman Taylor"
350,tt0048104,La fête à Henriette,1952,118,Comedy,7.4,400,FR,"Michel Auclair,Michel Auclair,Michel Auclair,Jeannette Batti,Henri Crémieux,Henri Crémieux,Micheline Francey,Micheline Francey,Daniel Ivernel,Hildegard Knef,Odette Laure,Dany Robin,Michel Roux,Louis Seigner,Louis Seigner"
352,tt0048133,Les grandes manoeuvres,1955,106,"Comedy,Drama,Romance",6.7,1116,"FR', 'IT","Brigitte Bardot,Yves Robert,Michèle Morgan,Lise Delamare,Jean Desailly,Pierre Dux,Jacques Fabbri,Jacques François,Jacqueline Maillan,Gérard Philipe"
354,tt0048201,L'impossible Monsieur Pipelet,1955,87,"Comedy,Drama,Romance",5.7,146,FR,"Louis de Funès,Mischa Auer,Maurice Baquet,Jean Brochard,Etchika Choureau,Jean-Jacques Delbo,Jacques Dynam,Noël Roquevert,Michel Simon,Louis Velle"
362,tt0048530,Racconti romani,1955,97,Comedy,5.7,219,"FR', 'IT","Maurizio Arena,Margherita Autuori,Mario Carotenuto,Maria Pia Casilio,Eloisa Cianni,Antonio Cifariello,Giancarlo Costa,Franco Fabrizi,Sergio Raimondi,Giovanna Ralli"
363,tt0048533,Ragazze d'oggi,1955,98,"Comedy,Romance",7.1,62,"FR', 'IT","Marisa Allasio,Armenia Balducci,Lili Cerasoli,Camillo Milli,Paola Quattrini,Françoise Rosay,Louis Seigner,Frank Villard,Eduardo Bergamo,Nuccia Lodigiani"
365,tt0048616,Si Paris nous était conté,1956,130,"Comedy,Drama,History",6.3,286,FR,"Françoise Arnoul,Jeanne Boitel,Jeanne Boitel,Gilbert Bokanowski,Julien Carette,Danielle Darrieux,Sophie Desmarets,Clément Duhour,Sacha Guitry,Odette Joyeux,Robert Lamoureux"
366,tt0048970,Les aventures de Till L'Espiègle,1956,84,"Adventure,Comedy",5.5,164,"FR', 'DE","Nicole Berger,Jean Carmet,Georges Chamarat,Jean Debucourt,Erwin Geschonneck,Wilhelm Koch-Hooge,Fernand Ledoux,Gérard Philipe,Robert Porte,Jean Vilar"
368,tt0049009,Il bigamo,1956,110,Comedy,6.9,236,"FR', 'IT","Marcello Mastroianni,Vittorio De Sica,Memmo Carotenuto,Guglielmo Inglese,Marisa Merlini,Ave Ninchi,Mario Passante,Giovanna Ralli,Vincenzo Talarico,Franca Valeri"
372,tt0049063,Cette sacrée gamine,1956,86,"Comedy,Musical,Romance",5.8,601,FR,"Brigitte Bardot,Mischa Auer,Jean Bretonnière,Marcel Charvey,Darry Cowl,Françoise Fabian,Bernard Lancret,Jean Lefebvre,Jean Poiret,Michel Serrault"
373,tt0049098,Le couturier de ces dames,1956,95,Comedy,6.1,205,FR,"André Bervil,Georges Chamarat,Suzy Delair,Robert Destain,Françoise Fabian,Fernandel,Robert Lombard,Gaston Orbal,Fred Pasquali,Robert Pizani"
375,tt0049177,Elena et les hommes,1956,98,"Comedy,Drama,Romance",6.2,2167,"FR', 'IT","Ingrid Bergman,Mel Ferrer,Pierre Bertin,Dora Doll,Frédéric Duvallès,Juliette Gréco,Jean Marais,Renaud Mary,Jacques Morel,Jean Richard"
376,tt0049182,En effeuillant la marguerite,1956,98,Comedy,6.0,606,FR,"Brigitte Bardot,Daniel Gélin,Madeleine Barbulée,Anne Collette,Jacques Dumesnil,Robert Hirsch,Jacques Jouanneau,Mauricet,Yves-Marie Maurin"
378,tt0049226,La fortuna di essere donna,1956,92,"Comedy,Drama",5.9,482,"FR', 'IT","Sophia Loren,Marcello Mastroianni,Charles Boyer,Margherita Bagni,Nino Besozzi,Anna Carena,Piero Carnabuci,Memmo Carotenuto,Elisa Cegani,Titina De Filippo"
380,tt0049282,Guendalina,1957,100,Comedy,6.7,218,"FR', 'IT","Leonardo Botta,Loretta Capitoli,Lili Cerasoli,Leda Gloria,Sylva Koscina,Fanny Landini,Antonio Mambretti,Raf Mattioli,Jacqueline Sassard,Raf Vallone"
381,tt0049483,La mariée est trop belle,1956,95,"Comedy,Romance",5.7,237,FR,"Brigitte Bardot,Marcel Amont,Marcelle Arnold,Roger Dumas,Nicole Gueden,Louis Jourdan,Madeleine Lambert,Micheline Presle"
383,tt0049508,Mio figlio Nerone,1956,104,"Comedy,History",5.5,561,"FR', 'IT","Brigitte Bardot,Vittorio De Sica,Ciccio Barbi,Memmo Carotenuto,Mino Doro,Agnese Dubbini,Enzo Furlai,Alberto Sordi,Gloria Swanson"
384,tt0049520,Montecarlo,1956,96,"Comedy,Drama,Romance",5.8,441,"FR', 'IT","Marlene Dietrich,Vittorio De Sica,Mischa Auer,Frank Colson,Alberto Rabagliati,Clelia Matania,Arthur O'Connell,Carlo Rizzo,Jane Rose,Truman Smith"
386,tt0049589,"Papa, maman, ma femme et moi...",1955,105,Comedy,6.1,189,FR,"Madeleine Barbulée,Nicole Courcel,Michel Etcheverry,Gabrielle Fontan,Elina Labourdette,Robert Lamoureux,Fernand Ledoux,Gaby Morlay,Renée Passeur"
387,tt0049594,"Paris, Palace Hôtel",1956,100,"Comedy,Romance",6.4,114,"FR', 'IT","Charles Boyer,Françoise Arnoul,Simone Bach,Georges Chamarat,Jean Clarieux,Darry Cowl,Jacques Jouanneau,Roberto Risso,Louis Seigner,Tilda Thamar"
388,tt0049634,Poveri ma belli,1957,101,"Comedy,Romance",6.7,790,"IT', 'FR","Marisa Allasio,Mario Ambrosino,Maurizio Arena,Mario Carotenuto,Memmo Carotenuto,Rossella Como,Lorella De Luca,Alessandra Panaro,Virgilio Riento,Renato Salvatori"
389,tt0049785,Era di venerdì 17,1956,97,"Comedy,Drama",6.4,128,"FR', 'IT","Andrex,Jean Brochard,Charles Dechamps,Fernandel,Fernandel,Fosco Giachetti,Leda Gloria,Tina Pica,Tina Pica,Giulia Rubini,Giulia Rubini,Renato Salvatori,Alberto Sordi"
395,tt0050142,Assassins et voleurs,1956,85,"Comedy,Crime,Drama",6.9,349,FR,"Lucien Baroux,Pauline Carton,Clément Duhour,Pierre Larquey,Magali Noël,Zita Perczel,Jean Poiret,Michel Serrault,Pierre-Jean Vaillard,Marcel Vallée"
397,tt0050181,Belle ma povere,1957,99,"Comedy,Romance",6.3,364,"FR', 'IT","Marisa Allasio,Maurizio Arena,Memmo Carotenuto,Marisa Castellani,Lorella De Luca,Riccardo Garrone,Carlo Giuffrè,Alessandra Panaro,Renato Salvatori,Nino Vingelli"
403,tt0050406,Fortunella,1958,101,Comedy,6.8,203,"FR', 'IT","Paul Douglas,Nando Bruno,Guido Celano,Carlo Dapporto,Carlo Delle Piane,Enrico Glori,Franca Marzi,Giulietta Masina,Aldo Silvani,Alberto Sordi"
404,tt0050435,Giovani mariti,1958,98,"Comedy,Romance",6.4,178,"FR', 'IT","Gérard Blain,Antonio Cifariello,Isabelle Corey,Ennio Girolami,Anna Maria Guarnieri,Franco Interlenghi,Sylva Koscina,Antonella Lualdi,Raf Mattioli,Rosy Mazzacurati"
406,tt0050483,The Happy Road,1957,99,Comedy,5.9,468,"FR', 'US","Gene Kelly,Bobby Clark,Colette Deréal,Brigitte Fossey,Jess Hahn,Barbara Laage,Maryse Martin,Michael Redgrave,Roger Saget,Roger Tréville"
407,tt0050519,L'homme à l'imperméable,1957,106,"Comedy,Mystery,Thriller",6.5,280,"FR', 'IT","Judith Magre,Jacques Duby,Fernandel,Raoul Marco,John McGiver,Gaston Rey,Jean Rigaux,Pierre Spiers,Armande Navarre"
408,tt0050657,La ragazza del palio,1957,102,"Comedy,Romance",5.3,117,"FR', 'IT","Diana Dors,Vittorio Gassman,Enzo Biliotti,Nando Bruno,Bruce Cabot,Tina Lattanzi,Teresa Pellati,Carlo Sposito,Franca Valeri,Enrico Viarisio"
410,tt0050698,Il medico e lo stregone,1957,102,Comedy,6.9,371,"IT', 'FR","Marcello Mastroianni,Vittorio De Sica,Lorella De Luca,Riccardo Garrone,Marisa Merlini,Ilaria Occhini,Gabriella Pallotta,Virgilio Riento,Alberto Sordi,Carlo Taranto"
411,tt0050706,Mon oncle,1958,116,Comedy,7.7,24297,"FR', 'IT","Jacques Tati,Yvonne Arnaud,Yvonne Arnaud,Alain Bécourt,Adelaide Danieli,Lucien Frégis,Dominique Marie,Dominique Marie,Jean-François Martial,Betty Schneider,Betty Schneider,Adrienne Servantie,Jean-Pierre Zola"
413,tt0050755,Nathalie,1957,95,"Comedy,Crime",6.3,86,FR,"Mischa Auer,Martine Carol,Lise Delamare,Jacques Dufilho,Jacques Dufilho,Pierre Goutas,Grégoire Gromoff,Jacques Mancier,Jacques Mauclair,Michel Piccoli,Louis Seigner"
414,tt0050777,La nonna Sabella,1957,89,Comedy,6.7,243,"FR', 'IT","Rossella Como,Peppino De Filippo,Gorella Gori,Edoardo Guerrera,Fausto Guerzoni,Sylva Koscina,Gina Mascetti,Dolores Palumbo,Renato Salvatori,Paolo Stoppa"
425,tt0051133,Une parisienne,1957,86,Comedy,6.2,1038,"FR', 'IT","Brigitte Bardot,Charles Boyer,Judith Magre,Madeleine Lebeau,Claire Maurier,Robert Pizani,Noël Roquevert,Fernand Sardou,Guy Tréjan,Henri Vidal"
426,tt0051147,Vacanze a Ischia,1957,105,"Comedy,Romance",6.1,76,"FR', 'DE', 'IT","Vittorio De Sica,Maurizio Arena,Myriam Bru,Antonio Cifariello,Isabelle Corey,Susanne Cramer,Peppino De Filippo,Nadia Gray,Raf Mattioli,Paolo Stoppa"
427,tt0051154,Le septième ciel,1958,107,"Comedy,Mystery",6.2,71,"IT', 'FR","Pierre Brice,Danielle Darrieux,Paul Meurisse,Noël-Noël,Gérard Oury,Alberto Sordi"
429,tt0051236,"À pied, à cheval et en voiture",1957,87,Comedy,5.6,126,FR,"Edmond Ardisson,Aimé Clariond,Jacques Fabbri,Jean Galland,Viviane Gosset,Denise Grey,Noël-Noël,Noël Roquevert,Jean Tissier,Gil Vidal"
430,tt0051363,Anna di Brooklyn,1958,98,"Comedy,Romance",5.6,239,"FR', 'IT","Vittorio De Sica,Terence Hill,Augusta Ciolli,Luigi De Filippo,Gina Lollobrigida,Carla Macelloni,Clelia Matania,Amedeo Nazzari,Gabriella Pallotta,Dale Robertson"
436,tt0051477,Christine,1958,95,"Comedy,Drama,Romance",6.3,1190,"FR', 'IT","Alain Delon,Romy Schneider,Jean-Claude Brialy,François Chaumette,Jean Davy,Bernard Dhéran,Jacques Duby,Jean Galland,Sophie Grimaldi,Jean Lagache"
438,tt0051490,Les copains du dimanche,1958,100,"Comedy,Drama",5.7,127,FR,"Julien Bertheau,Paul Bisciglia,Marc Cassot,Yves Deniaud,Paul Frankeur,Evelyne Ker,Robert Le Fort,Germaine Michel,Sophie Sel"
441,tt0051595,Esterina,1959,92,"Comedy,Drama",7.0,60,"FR', 'IT","Anna María Aveta,Carla Gravina,Geoffrey Horne,Silvana Jachino,Mario Mazza,Sandro Merli,Domenico Modugno"
445,tt0051851,La legge è legge,1958,95,Comedy,7.4,1067,"FR', 'IT","Nino Besozzi,Nino Besozzi,Henri Crémieux,Albert Dinan,Fernandel,Leda Gloria,Anna Maria Luciani,Luciano Marin,Nathalie Nerval,Noël Roquevert,Totò"
450,tt0051989,"Ni vu, ni connu",1958,95,Comedy,7.1,2038,FR,"Louis de Funès,Noëlle Adam,Roland Armontel,Madeleine Barbulée,Jean Bellanger,Frédéric Duvallès,Claude Rich,Pierre Stéphen,Marc Blanchard"
451,tt0052078,Policarpo 'ufficiale di scrittura',1959,104,Comedy,6.8,117,"ES', 'FR', 'IT","Ernesto Calindri,Luigi De Filippo,Anita Durante,Checco Durante,Carla Gravina,José Isbert,Lidia Martora,Renato Rascel,Tony Soler,Romolo Valli"
452,tt0052090,La prima notte,1959,90,"Comedy,Romance",5.3,88,"FR', 'IT","Claudia Cardinale,Vittorio De Sica,Martine Carol,Ivan Dominique,Giacomo Furia,Brigitte Juslin,Marthe Mercadier,Philippe Nicaud,Jacques Sernas,Don Ziegler"
453,tt0052110,Racconti d'estate,1958,88,"Comedy,Drama,Romance",6.0,178,"FR', 'IT","Marcello Mastroianni,Michèle Morgan,Lorella De Luca,Franco Fabrizi,Gabriele Ferzetti,Ennio Girolami,Dorian Gray,Sylva Koscina,Franca Marzi,Alberto Sordi"
455,tt0052211,Sois belle et tais-toi,1958,110,Comedy,5.7,360,FR,"Jean-Paul Belmondo,Béatrice Altariba,Robert Bazil,Anne Collette,Robert Dalban,François Darbon,Mylène Demongeot,Gabrielle Fontan,René Lefèvre,Henri Vidal"
456,tt0052264,Sénéchal le magnifique,1957,95,Comedy,6.2,168,FR,"Roland Armontel,Paul Azaïs,Georges Baconnet,Madeleine Barbulée,Suzanne Dehelly,Fernandel,Nadia Gray,Simone Paris,Robert Pizani"
457,tt0052276,Taxi roulotte et corrida,1958,86,Comedy,6.1,774,FR,"Louis de Funès,Guy Bertil,Raymond Bussières,Paulette Dubost,Jacques Dynam,Annette Poivre,Annette Poivre,Max Révol,Sophie Sel,Véra Valmont,Albert Pilette"
460,tt0052306,Totò a Parigi,1958,110,Comedy,6.1,210,"FR', 'IT","Philippe Clay,Peppino De Martino,Paul Guers,Fernand Gravey,Sylva Koscina,Lauretta Masiero,Lauretta Masiero,Tiberio Mitri,Luigi Pavese,Agostino Salvietti,Totò,Totò,Totò"
461,tt0052307,Totò e Marcellino,1958,102,Comedy,6.2,176,"FR', 'IT","Pablito Calvo,Memmo Carotenuto,Fanfulla,Wandisa Guida,Marianne Leibl,Jone Salinas,Amelia Perrella,Nanda Primavera,Totò"
464,tt0052334,Un drôle de dimanche,1958,90,"Comedy,Drama",6.0,177,FR,"Arletty,Bourvil,Jean Carmet,Cathia Caro,Danielle Darrieux,Roger Hanin,Jean Lefebvre,Colette Richard,Fernand Sardou,Jean Wall"
466,tt0052352,"Venezia, la luna e tu",1958,107,"Comedy,Romance",6.2,479,"FR', 'IT","Marisa Allasio,Ernesto Boni,Anna Campori,Niki Dantine,Dina De Santis,Riccardo Garrone,Luciano Marcelli,Jole Mauro,Ingeborg Schöner,Alberto Sordi"
467,tt0052363,La vie à deux,1958,100,Comedy,5.9,246,FR,"Louis de Funès,Pierre Brasseur,Danielle Darrieux,Sophie Desmarets,Fernandel,Edwige Feuillère,Robert Lamoureux,Jean Marais,Lilli Palmer,Gérard Philipe"
471,tt0052578,Signé: Arsène Lupin,1959,100,"Comedy,Crime,Mystery",6.2,213,"FR', 'IT","Jean Bellanger,Robert Dalban,Jacques Dufilho,Michel Etcheverry,Jean Galland,Gisèle Grandpré,Harold Kay,Robert Lamoureux,Robert Lamoureux,Alida Valli"
472,tt0052589,Audace colpo dei soliti ignoti,1959,105,"Comedy,Crime",7.0,1188,"FR', 'IT","Claudia Cardinale,Vittorio Gassman,Gina Amendola,Clara Bindi,Gianni Bonagura,Riccardo Garrone,Vicky Ludovici,Tiberio Murgia,Carlo Pisacane,Renato Salvatori"
473,tt0052595,Babette s'en va-t-en guerre,1959,106,"Comedy,War",6.2,453,FR,"Brigitte Bardot,Françoise Belin,Robert Berri,Charles Bouillaud,Jacques Charrier,Michael Cramer,Viviane Gosset,Mona Goya,René Havard,Ronald Howard"
476,tt0052686,Certains l'aiment... froide,1960,90,Comedy,5.2,188,FR,"Louis de Funès,Francis Blanche,Mathilde Casadesus,Pierre Dudan,Karine Jansen,Robert Manuel,Mireille Perrey,Jean Richard,Françoise Béguin,Nicky Valor"
480,tt0052704,Costa Azzurra,1959,84,Comedy,5.9,171,"FR', 'IT","Luciana Angiolillo,Jacques Berthier,Antonio Cifariello,Lorella De Luca,Franco Fabrizi,Rita Gam,Georges Marchal,Elsa Martinelli,Giorgia Moll,Alberto Sordi"
486,tt0052765,Le déjeuner sur l'herbe,1959,91,"Comedy,Romance",6.5,1381,FR,"Régine Blaess,Charles Blavette,André Brunot,Marguerite Cassan,Robert Chandeau,Jacques Dannoville,Paulette Dubost,Hélène Duc,Ghislaine Dumont,Paul Meurisse"
487,tt0052778,Ein Engel auf Erden,1959,87,"Comedy,Fantasy,Romance",5.5,360,"FR', 'DE","Jean-Paul Belmondo,Romy Schneider,Romy Schneider,Jean Brochard,Paulette Dubost,Margarete Haagen,Michèle Mercier,Pierre Sergeol,Jean Tissier,Henri Vidal,Erika von Thellmann"
491,tt0052836,Die Gans von Sedan,1959,90,"Comedy,War",5.0,97,"FR', 'DE","Theo Lingen,Dany Carrel,Hardy Krüger,Lucien Nat,Jean Richard,Françoise Rosay,Fritz Tillmann,Ralf Wolter"
493,tt0052860,Le grand chef,1959,92,Comedy,5.7,284,"FR', 'IT","Florence Blot,Gino Cervi,Georges Chamarat,Dominique Davray,Jean-Jacques Delbo,Fernandel,Héléna Manson,Albert Michel,Papouf"
494,tt0052861,La grande guerra,1959,137,"Comedy,Drama,War",8.1,4616,"FR', 'IT","Vittorio Gassman,Nicola Arigliano,Bernard Blier,Livio Lorenzon,Folco Lulli,Tiberio Mitri,Vittorio Sanipoli,Alberto Sordi,Mario Valdemarin,Romolo Valli"
507,tt0053230,Rue des prairies,1959,87,"Comedy,Drama",6.6,381,"FR', 'IT","Claude Brasseur,François Chaumette,Roger Dumas,Renée Faure,Paul Frankeur,Jean Gabin,Jacques Monod,Marie-José Nat,Louis Seigner,Roger Tréville"
509,tt0053252,Die schöne Lügnerin,1959,94,Comedy,5.5,140,"DE', 'FR","Hans Moser,Hans Moser,Romy Schneider,Paul Guers,Paul Guers,Helmuth Lohner,Helmuth Lohner,Jacqueline Marbaux,Jacqueline Marbaux,Josef Meinrad,Jean-Claude Pascal,Jean-Claude Pascal,Charles Regnier,Charles Regnier,Véra Valmont,Véra Valmont"
512,tt0053333,I tartassati,1959,105,Comedy,7.0,983,"IT', 'FR","Ciccio Barbi,Anna Maria Bottini,Nando Bruno,Miranda Campa,Anna Campori,Cathia Caro,Aldo Fabrizi,Luciano Marin,Fernand Sardou,Totò"
513,tt0053340,Tempi duri per i vampiri,1959,85,"Comedy,Horror",5.0,352,"FR', 'IT","Federico Collino,Kai Fischer,Antje Geerk,Sylva Koscina,Susanne Loret,Renato Rascel,Franco Scandurra,Carl Wery,Angelo Zanolli,Lia Zoppelli"
514,tt0053370,"Totò, Eva e il pennello proibito",1959,99,Comedy,6.0,315,"IT', 'FR', 'ES","Louis de Funès,Mario Carotenuto,Giacomo Furia,Enzo Garinei,José Guardiola,Pilar Gómez Ferrer,Abbe Lane,Guido Martufi,Totò,Ricardo Valle"
515,tt0053402,Vacanze d'inverno,1959,100,Comedy,6.2,104,"FR', 'IT","Vittorio De Sica,Michèle Morgan,Dorian Gray,Christine Kaufmann,Georges Marchal,Geronimo Meynier,Denise Provence,Eleonora Rossi Drago,Vira Silenti,Mario Valdemarin"
516,tt0053403,La vache et le prisonnier,1959,118,"Adventure,Comedy,War",7.1,1736,"FR', 'IT","Fernandel,Heinrich Gretler,René Havard,Bernard Musson,Maurice Nasil,Pierre-Louis,Albert Rémy,Ellen Schwiers,Ingeborg Schöner,Richard Winckler"
525,tt0053635,Le baron de l'écluse,1960,92,Comedy,6.5,501,FR,"Dominique Boschero,Jacques Castelot,Jean Constantin,Robert Dalban,Jean Gabin,Jacques Hilling,Aimée Mortimer,Pierre-Louis,Micheline Presle,Alexandre Rignault"
527,tt0053643,Il bell'Antonio,1960,105,"Comedy,Drama",7.3,1868,"FR', 'IT","Marcello Mastroianni,Claudia Cardinale,Anna Arena,Patrizia Bini,Pierre Brasseur,Maria Luisa Crescenzi,Jole Fierro,Fulvia Mammi,Tomas Milian,Rina Morelli"
531,tt0053707,Che gioia vivere,1961,132,Comedy,6.5,550,"FR', 'IT","Alain Delon,Gino Cervi,Barbara Lass,Giampiero Littera,Rina Morelli,Didi Perego,Carlo Pisacane,Paolo Stoppa,Aroldo Tieri,Ugo Tognazzi"
534,tt0053738,Crésus,1960,100,Comedy,6.2,294,FR,"Luce Dassas,Fernandel,Miguel Gamy,René Génin,Edouard Hemme,Paul Préboist,Jeanne Pérez,Marcelle Ranson-Hervé,Rellys,Pierre Repp"
535,tt0053739,Crimen,1960,106,"Comedy,Crime",6.9,400,"IT', 'FR","Vittorio Gassman,Bianca Castagnetta,Consalvo Basili,Dorian Gray,Nino Manfredi,Georges Montax,Georges Rivière,Tino Scotti,Alberto Sordi,Franca Valeri"
536,tt0053749,Dans l'eau... qui fait des bulles!...,1961,90,"Comedy,Crime",5.5,254,FR,"Louis de Funès,Jacques Castelot,Philippe Clay,Claudine Coster,Serge Davri,Pierre Doris,Pierre Dudan,Philippe Lemaire,Marthe Mercadier,María Riquelme"
538,tt0053779,La dolce vita,1960,174,"Comedy,Drama",8.0,78343,"FR', 'IT","Marcello Mastroianni,Anouk Aimée,Anita Ekberg,Valeria Ciangottini,Alain Cuny,Yvonne Furneaux,Riccardo Garrone,Annibale Ninchi,Magali Noël,Walter Santesso"
540,tt0053814,Le farceur,1960,88,Comedy,5.8,169,FR,"Anouk Aimée,Jean-Pierre Cassel,Irina Charitonoff,Geneviève Cluny,François Maistre,Palau,Liliane Patrick,Jean-Pierre Rambal,Anne Tonietti,Georges Wilson"
541,tt0053820,Ferdinando I° re di Napoli,1959,105,Comedy,6.4,200,"FR', 'IT","Marcello Mastroianni,Vittorio De Sica,Peppino De Filippo,Titina De Filippo,Aldo Fabrizi,Leslie Phillips,Renato Rascel,Jacqueline Sassard,Rosanna Schiaffino,Nino Taranto"
542,tt0053833,La française et l'amour,1960,143,Comedy,6.1,226,FR,"Darry Cowl,Micheline Dax,Paulette Dubost,Jacques Duby,Martine Lambert,Alain Morat,Pierre Paulet,Jacqueline Porel,Noël Roquevert,Pierre-Jean Vaillard"
548,tt0053964,Les jeux de l'amour,1960,86,Comedy,6.3,146,FR,"Claude Chabrol,Jean-Pierre Cassel,Claude Cerval,Geneviève Cluny,Mario David,Jean-Louis Maury,Maria Pacôme,Pierre Repp,Jackie Sardou,Robert Vattier"
551,tt0054068,Il mattatore,1960,103,Comedy,7.1,846,"FR', 'IT","Vittorio Gassman,Alberto Bonucci,Nando Bruno,Mario Carotenuto,Anna Maria Ferrero,Fosco Giachetti,Dorian Gray,Luigi Pavese,Linda Sini"
569,tt0054394,Les tortillards,1960,92,Comedy,5.6,153,FR,"Louis de Funès,Madeleine Barbulée,Billy Bourbon,Max Desrau,Danièle Lebrun,Roger Pierre,Jean Richard,Robert Rollis,Annick Tanguy,Nicky Valor"
571,tt0054413,Tutti a casa,1960,122,"Comedy,Drama,War",7.7,1455,"IT', 'FR","Martin Balsam,Nino Castelnuovo,Mario Feliciani,Claudio Gora,Carla Gravina,Jole Mauro,Alex Nicol,Didi Perego,Serge Reggiani,Alberto Sordi"
577,tt0054494,Zazie dans le métro,1960,93,"Comedy,Fantasy",6.9,6765,"FR', 'IT","Nicolas Bataille,Vittorio Caprioli,Yvonne Clech,Catherine Demongeot,Hubert Deschamps,Jacques Dufilho,Annie Fratellini,Carla Marlier,Philippe Noiret,Odette Piquet"
578,tt0054516,Amours célèbres,1961,130,"Comedy,History,Romance",5.2,265,"FR', 'IT","Jean-Paul Belmondo,Liliane Brousse,Michel Galabru,Agnès Laurent,Philippe Noiret,Palau,Dany Robin,Simone Signoret,Guy Tréjan,Maurice Varny"
579,tt0054603,Adorable menteuse,1962,105,"Comedy,Romance",6.4,282,FR,"Michael Lonsdale,Christian Alers,Jean-Marc Bory,François Dalou,Ginette Letondal,Jean-Pierre Moulin,Macha Méril,Claude Nicot,Michel Vitold,Marina Vlady"
581,tt0054621,L'amant de cinq jours,1961,95,"Comedy,Drama,Romance",6.2,222,"FR', 'IT","Jean-Pierre Cassel,Carlo Croccolo,Claude Mansard,Albert Michel,Albert Mouton,François Périer,Micheline Presle,Marcella Rovena,Jean Seberg,Sylvain"
