,tconst,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,production_countries,primaryName
4059,tt0875113,99 francs,2007,100,"Comedy,Drama",7.1,20796,FR,"Antoine Basler,Dominique Bettenfeld,Jean Dujardin,Vahina Giocante,Nicolas Marié,Patrick Mille,Jocelyn Quivrin,Elisa Tovati,Fosco Perinti,Cendrine Orcier"
4061,tt0880440,L'auberge rouge,2007,95,"Comedy,Crime",5.9,1437,FR,"Josiane Balasko,Christian Clavier,Jean-Christophe Bouvet,Urbain Cancelier,Laurent Gamelon,Sylvie Joly,Gérard Jugnot,Jean-Baptiste Maunier,François-Xavier Demaison,Anne Girouard"
4062,tt0881343,La vérité ou presque,2007,95,"Comedy,Drama",5.8,236,FR,"Brigitte Catillon,François Cluzet,Julie Delarme,André Dussollier,Sam Karmann,Liliane Rovère,Valentin Traversi,Karin Viard,Patrick Zimmermann,Antonio Interlandi"
4063,tt0882742,Alice Upside Down,2007,91,"Adventure,Comedy,Drama",5.1,1278,"FR', 'US","Luke Perry,Penny Marshall,Ann Dowd,Ashley Eckstein,Parker McKenna Posey,Jilanne Marie Klaus,Alyson Stoner,Dylan McLaughlin,Lucas Grabeel,Bridgit Mendler"
4065,tt0887883,Burn After Reading,2008,96,"Comedy,Crime,Drama",7.0,353804,"US', 'GB', 'FR","Brad Pitt,George Clooney,John Malkovich,Frances McDormand,Richard Jenkins,Olek Krupa,Elizabeth Marvel,David Rasche,J.K. Simmons,Tilda Swinton"
4066,tt0887887,Le coeur des hommes 2,2007,115,"Comedy,Drama,Romance",5.9,829,FR,"Fabienne Babe,Bernard Campan,Gérard Darmon,Jean-Pierre Darroussin,Zoé Félix,Valérie Kaprisky,Marc Lavoine,Ludmila Mikaël,Valérie Stroh,Florence Thomassin"
4067,tt0887901,Détrompez-vous,2007,88,Comedy,6.0,780,FR,"Macha Béranger,François Cluzet,Artus de Penguern,Mathilde Seigner,Roschdy Zem,Alice Taglioni,Philippe Lefebvre,Florence Foresti,Titouan Laporte,Talina Boyaci"
4068,tt0888507,Last Minute Marocco,2007,88,Comedy,5.1,301,"FR', 'IT","Maria Grazia Cucinotta,Stefano Dionisi,Babak Karimi,Valerio Mastandrea,Lorenzo Balducci,Nicolas Vaporidis,Jamil Hammoudi,Daniele De Angelis,Kesia Elwin,Esther Elisha"
4070,tt0889606,L'heure zéro,2007,104,"Comedy,Mystery",5.8,682,FR,"Danielle Darrieux,Alessandra Martines,Chiara Mastroianni,François Morel,Hervé Pierre,Vania Vadim,Melvil Poupaud,Xavier Thiam,Clément Thomas,Laura Smet"
4073,tt0889665,Steak,2007,82,Comedy,6.0,2907,FR,"Ramzy Bedia,Alain Gendreau,Eric Judor,Eric Judor,Jonathan Lambert,Marie-Claude Michaud,Laurent Nicolas,Mark Latrémouille,Sébastien Tellier,Vincent Belorgey,Sebastian Akchoté"
4084,tt0910911,Ma vie n'est pas une comédie romantique,2007,92,"Comedy,Romance",5.8,610,FR,"Marie Gillain,Raphaëline Goupilleau,Mathias Jung,Gilles Lellouche,Frédérique Bel,Philippe Lefebvre,Soko,Vincent Bowen,Gérald Nguyen Ngoc,Laurent Ournac"
4088,tt0920473,Un baiser s'il vous plaît,2007,96,"Comedy,Romance",6.7,2671,FR,"Virginie Ledoyen,Stefano Accorsi,Michaël Cohen,Julie Gayet,Mélanie Maudran,Emmanuel Mouret,Frédérique Bel,Lucciana de Vogüe,Jacques Lafoly,Marie Madinier"
4112,tt0961097,Un monstre à Paris,2011,90,"Adventure,Animation,Comedy",6.7,22711,FR,"Sophie Arthuys,François Cluzet,Sébastien Desjours,Gad Elmaleh,Vanessa Paradis,Philippe Peythieu,Philippe Peythieu,Ludivine Sagnier,Bruno Salomone,Julie Ferrier"
4113,tt0962774,O' Horten,2007,90,"Comedy,Drama",6.7,3989,"DK', 'DE', 'FR', 'NO","Gard B. Eidsvold,Bjørn Floberg,Bjarte Hjelmeland,Per Jansen,Bjørn Jenseg,Henny Moan,Ghita Nørby,Baard Owe,Kai Remlov,Espen Skjønberg"
4120,tt0973844,Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence,2007,100,"Comedy,Drama",6.8,5466,FR,"Brigitte Bardot,Leonid Alexeenko,George Babluani"
4121,tt0976060,Tokyo!,2008,112,"Comedy,Drama,Fantasy",7.0,11891,"KR', 'DE', 'JP', 'FR","Ayako Fujitani,Kenjirô Ishimaru,Ayumi Ito,Ken Mitsuishi,Satoshi Tsumabuki,Nao Ômori,Ryô Kase,Rie Minemura,Ben Himura,Yuno Iriguchi"
4122,tt0976246,Staten Island,2009,96,"Comedy,Crime,Drama",5.9,5352,"US', 'FR","Ethan Hawke,Vincent D'Onofrio,Seymour Cassel,Rosemary De Angelis,Julianne Nicholson,Steven Randazzo,John Sharian,David Vadim,Dominic Fumusa,Jeremy Schwartz"
4124,tt0977647,Deux vies... plus une,2007,90,"Comedy,Romance",5.5,126,FR,"Yvon Back,Jackie Berroyer,Gérard Darmon,Emmanuelle Devos,Michel Feldman,Catherine Hosmalin,Michel Jonasz,Solange Najman,Jocelyn Quivrin,Maïa Rivière"
4125,tt0985107,Vous êtes de la police?,2007,94,"Comedy,Crime",6.0,65,"BE', 'FR","Jean-Claude Brialy,Marilyne Canto,Jean-Pierre Cassel,Pol Deranne,Yolande Moreau,Philippe Nahon,Micheline Presle,Firmine Richard,Thérèse Roussel,Sylvianne Ramboux-Ysaye"
4128,tt0991272,Comme ton père,2007,95,"Comedy,Drama",5.2,135,"FR', 'IL","Richard Berry,Yaël Abecassis,Bruno Abraham-Kremer,Lucia Bensasson,Corentin Daumas,Gad Elmaleh,Jean-Philippe Écoffey,Arsène Mosca,Jules-Angelo Bigarnet,Louison Bergman"
4130,tt0993789,Un conte de Noël,2008,150,"Comedy,Drama",7.0,7572,FR,"Catherine Deneuve,Mathieu Amalric,Laurent Capelluto,Anne Consigny,Emmanuelle Devos,Hippolyte Girardot,Chiara Mastroianni,Melvil Poupaud,Jean-Paul Roussillon,Emile Berling"
4137,tt1000091,Didine,2008,103,Comedy,6.2,162,FR,"Élodie Bollée,Géraldine Pailhas,Isabelle Sadoyan,Edith Scob,Christopher Thompson,Dominique Valadié,Dany Benedito,Benjamin Biolay,Julie Ferrier,Pio Marmaï"
4140,tt10023150,Mon cousin,2020,104,Comedy,5.3,692,FR,"Pascale Arbillot,Catherine Davenier,Tonio Descanvelle,Vincent Lindon,Matei Dussarps,Hadriel Roure,Alexiane Thérier,François Damiens,Alix Poisson,Lumina Wang"
4143,tt1002966,Ca$h,2008,100,"Comedy,Crime,Thriller",5.9,5086,FR,"Valeria Golino,Jean Reno,Ciarán Hinds,François Berléand,Jean Dujardin,Eriq Ebouaney,Samir Guesmi,Caroline Proust,Alice Taglioni,Cyril Couton"
4149,tt10077544,La boda de Rosa,2020,97,Comedy,6.4,2040,"FR', 'ES","Ramón Barea,Sergi López,Candela Peña,Lucín Poveda,Nathalie Poza,Paloma Vidal,María José Hipólito,María Maroto,Xavo Giménez,Paula Usero"
4150,tt10077998,Le Miracle du Saint Inconnu,2019,100,"Comedy,Crime",6.5,1588,"QA', 'MA', 'FR","Ahmed Yarziz,Salah Ben Saleh,Bouchaib Semmak,Mohammed Nouaimane,Mohamed El Moutamassik,Anas El Baz,Hasan Badidah,Younes Bouab,Rachid El Adouani,Abdelghani Kitab"
4155,tt10115562,Chambre 212,2019,86,Comedy,6.0,2372,"BE', 'FR', 'LU","Carole Bouquet,Marie-Christine Adam,Claire Johnston,Chiara Mastroianni,Benjamin Biolay,Camille Cottin,Vincent Lacoste,Stéphane Roger,Kolia Abiteboul,Harrison Arevalo"
4156,tt10123698,Miss,2020,107,"Comedy,Drama",6.4,976,FR,"Pascale Arbillot,Amanda Lear,Thibault de Montalembert,Isabelle Nanty,Stéfi Celma,Quentin Faure,Baya Rehaz,Hedi Bouchenafa,Alexandre Wetter,Alexiane Torres"
4160,tt10143308,Tout nous sourit,2020,101,Comedy,5.4,360,FR,"Guy Marchand,Elsa Zylberstein,Stéphane De Groodt,Chine Thybaud,Anne Benoît,Émilie Caen,Giovanni Cirfiera,Baptiste Clavely,Karidja Touré,Grégoire Didelot"
4161,tt10143498,Mon chien Stupide,2019,106,"Comedy,Drama",6.2,2389,"BE', 'FR","Charlotte Gainsbourg,Pascale Arbillot,Yvan Attal,Eric Ruf,Oscar Copp,Ben Attal,Lola Marois-Bigard,Adèle Wismes,Panayotis Pascot,Pablo Venzal"
4167,tt10183616,Yves,2019,107,"Comedy,Sci-Fi",5.5,648,FR,"Bertrand Burgalat,Darius,Philippe Katerine,Alka Balbir,Anne Steffens,Anne Steffens,Antoine Gouy,Doria Tillier,William Lebghil,Clémence Boisnard,Sébastien Chassagne"
4168,tt1019452,A Serious Man,2009,106,"Comedy,Drama",7.0,150168,"US', 'GB', 'FR","Peter Breitmayer,Richard Kind,Fred Melamed,Michael Stuhlbarg,Sari Lennick,Jessica McManus,Aaron Wolff,David Kang,Brent Braunschweig,Benjamin Portnoe"
4170,tt10196398,Adieu les cons,2020,87,"Comedy,Drama",6.7,6855,FR,"Jackie Berroyer,Albert Dupontel,Philippe Uchan,Nicolas Marié,Laurent Stocker,Michel Vuillermoz,Virginie Efira,Kyan Khojandi,Bastien Ughetto,Marilou Aussilloux"
4179,tt10223546,Tu mérites un amour,2019,102,"Comedy,Drama,Romance",6.1,829,FR,"Sylvie Verheyde,Alexander Ferrario,Jonathan Eap,Hafsia Herzi,Karim Ait M'Hand,Sophie Garagnon,Djanis Bouzyani,Jérémie Laheurte,Anthony Bajon,Myriam Djeljeli"
4183,tt10228134,Jolt,2021,91,"Action,Comedy,Crime",5.6,35442,"BG', 'FR', 'US","Susan Sarandon,Kate Beckinsale,Stanley Tucci,David Bradley,Bobby Cannavale,Constantine Gregory,Ori Pfeffer,Laverne Cox,Jai Courtney,Lewis Ian Bray"
4185,tt10228204,Perdrix,2019,99,"Comedy,Drama,Romance",6.3,1270,FR,"Fanny Ardant,Swann Arlaud,Adama Niane,Patience Munchenbach,Sébastien Poirot,Alexandre Steiger,Xavier Boulanger,Nicolas Maury,Tobias Nuytten-Vialle,Maud Wyler"
4188,tt1024255,Wild Child,2008,98,Comedy,6.1,64165,"FR', 'GB', 'US","Aidan Quinn,Natasha Richardson,Emma Roberts,Johnny Pacar,Shelby Young,Lexi Ainsworth,Ruby Thomas,Georgia King,Kimberley Nixon,Eleanor Turner-Moss"
4191,tt1024896,"Ce soir, je dors chez toi",2007,84,"Comedy,Romance",5.1,783,FR,"Audrey Dana,Alain Doutey,Mélanie Doutey,Kad Merad,Hélène Patarot,Jean-Paul Rouve,Philippe Lefebvre,Fanny Deblock,Sarah Stern,Rhiles Djarouane"
4192,tt1024899,Enfin veuve,2007,93,"Comedy,Drama,Romance",5.4,989,FR,"Paul Crauchet,Éva Darlan,Jacques Gamblin,Michel Lagueyrie,Michèle Laroque,Valérie Mairesse,Claire Nadeau,Wladimir Yordanoff,Tom Morton,Caroline Raynaud"
4193,tt10251538,10 jours sans maman,2020,104,"Comedy,Family",5.4,1213,FR,"Aure Atika,Laurent Bateau,Marc Bodnar,Franck Dubosc,Daniel Martin,Karina Marimon,Alexis Michalik,Héléna Noguerra,Alice David,Gaëlle Jeantet"
4196,tt10290244,Le petit Nicolas : qu'est-ce qu'on attend pour être heureux ?,2022,82,"Animation,Comedy,Family",7.1,927,"CA', 'FR', 'LU","Alain Chabat,Alain Chabat,Laurent Lafitte,Alban Aumard,Elisa Bardeau,Maud Collomb,Marc Arnaud,Marc Arnaud,Delphine Baril,Delphine Baril,Octave Bossuet,Simon Faliu"
4204,tt1032856,Bikur Ha-Tizmoret,2007,87,"Comedy,Drama,Music",7.5,14175,"FR', 'IL', 'US","Ronit Elkabetz,Sasson Gabay,Uri Gavriel,Khalifa Natour,Imad Jabarin,Hilla Sarjon,Rubi Moskovitz,Saleh Bakri,Tarik Kopty,Shlomi Avraham"
4206,tt10334148,Blithe Spirit,2020,99,"Comedy,Fantasy,Romance",5.4,8599,"AU', 'FR', 'GB","Michele Dotrice,Isla Fisher,Emilia Fox,Dave Johns,Julian Rhind-Tutt,Zach Wyatt,Romina Zapata,Dan Stevens,Adil Ray,Aimee-Ffion Edwards"
4211,tt10345590,Comment je suis devenu super-héros,2020,97,"Action,Adventure,Comedy",5.8,6122,FR,"Swann Arlaud,Gilles Cohen,Camille Japy,Benoît Poelvoorde,Louis Peres,Leïla Bekhti,Vimala Pons,Pio Marmaï,Pio Marmaï,Léonie Souchaud,Théo Christine"
4214,tt1035729,Le bal des actrices,2009,105,"Comedy,Drama",6.5,1281,FR,"Charlotte Rampling,Romane Bohringer,Jeanne Balibar,Linh-Dan Pham,Julie Depardieu,Mélanie Doutey,Marina Foïs,Estelle Lefébure,Maïwenn,Muriel Robin"
4220,tt10366254,Terrible Jungle,2020,91,"Adventure,Comedy",5.4,834,FR,"Catherine Deneuve,Patrick Descamps,Luca Besse,Christopher Payet,Olivier Bonjour,Jonathan Cohen,Alice Belaïdi,Jonas Dinal,Vincent Dedienne,Guillaume Duhesme"
4221,tt10366428,Le sens de la famille,2020,100,Comedy,6.0,982,FR,"Jackie Berroyer,Franck Dubosc,Alexandra Lamy,Christiane Millet,Rose de Kervenoaël,Michaël Vander-Meiren,Mathilde Roehrich,Christophe Canard,Artus,Nils Othenin-Girard"
4222,tt10366460,CODA,2021,111,"Comedy,Drama,Music",8.0,165618,"FR', 'US","Kevin Chapman,Lonnie Farmer,John Fiore,Marlee Matlin,Troy Kotsur,Courtland Jones,Daniel Durant,Emilia Jones,Amy Forsyth,Molly B. Thomas"
4224,tt10369344,L'aventure des Marguerite,2020,89,"Comedy,Family,Fantasy",6.0,329,FR,"Paul Birchard,Geneviève Casile,Anne Charrier,Clovis Cornillac,Clovis Cornillac,Grégori Derangère,Niseema Theillaud,Wladimir Yordanoff,Alice Pol,Nils Othenin-Girard,Lila Gueneau Lefas,Lila Gueneau Lefas"
4225,tt10370710,Verdens verste menneske,2021,128,"Comedy,Drama,Romance",7.7,98657,"DK', 'FR', 'NO', 'SE","Marianne Krogh,Anders Danielsen Lie,Vidar Sandem,Lasse Gretland,Karen Røise Kielland,Hans Olav Brenner,Maria Grazia Di Meo,Renate Reinsve,Helene Bjørneby,Herbert Nordrum"
4229,tt10375632,C'est magnifique!,2021,98,"Comedy,Drama",6.0,364,FR,"Laurent Bateau,Olivier Bouana,Myriam Boyer,Clovis Cornillac,André Penvern,Gilles Privat,Manon Lemoine,Alice Pol,Lilou Fogli,Alexandra Roth"
4235,tt10384908,Debout sur la montagne,2019,105,"Adventure,Comedy,Drama",5.8,176,FR,"Jérémie Elkaïm,Jérémie Elkaïm,François Chattot,Estéban,Laetitia Spigarelli,Guillaume Labbé,Pauline Lorillard,Rabah Nait Oufella,Bastien Bouillon,Izïa Higelin,William Lebghil"
4236,tt10392128,Attention au départ !,2021,93,Comedy,5.1,383,"BE', 'FR","André Dussollier,Jonathan Lambert,Celeste Evagora,Melchior Guerlet,Ferdinand Leclère,Jérôme Commandeur,Marie-Julie Baup,Charly de Witte,Léo Dussollier,Nils Othenin-Girard"
4237,tt1039651,Yonayona pengin,2009,87,"Adventure,Animation,Comedy",5.2,193,"FR', 'JP","Féodor Atkine,Jason Douglas,Jason Douglas,Hilary Haag,Hilary Haag,Andrew Love,Andrew Love,Monica Rial,Monica Rial,John Swasey,John Swasey,David Matranga,David Matranga,David Matranga,David Matranga,Shelley Calene-Black,Shelley Calene-Black,Shelley Calene-Black,Shelley Calene-Black,Greg Ayres,Greg Ayres,Bryson Baugus,Bryson Baugus"
4242,tt10405142,Qu'est-ce qu'on a tous fait au Bon Dieu ?,2021,98,Comedy,6.1,3752,FR,"Christian Clavier,Élodie Fontan,Chantal Lauby,Frédérique Bel,Émilie Caen,Noom Diawara,Frédéric Chau,Ary Abittan,Alice David,Medi Sadoun"
4243,tt10407272,Deux moi,2019,110,"Comedy,Drama,Romance",6.6,5217,"BE', 'FR","Simon Abkarian,François Berléand,Ana Girardot,Zinedine Soualem,Virginie Hocq,Camille Cottin,Rebecca Marder,François Civil,Pierre Niney,Eye Haidara"
4248,tt10426916,Tout simplement noir,2020,90,Comedy,6.4,2369,FR,"Juliette Fiévet,Lilian Thuram,Pascal Cefran,Fif Tobossi,Tonton Marcel,Caroline Anglade,Jean-Pascal Zadi,Maboula Soumahoro,Fary,Frédéric Venant"
4251,tt1043852,Lascars,2009,96,"Animation,Comedy",6.9,1691,FR,"Vincent Cassel,Delfynn Delage,Vincent Desagnat,Dan Herzberg,Dan Herzberg,Dan Herzberg,Eric Judor,Eric Judor,Frédérique Bel,Diane Kruger,Diam's,Hafid F. Benamar,Izm"
4253,tt10441958,La bonne épouse,2020,109,"Comedy,Drama",5.8,2219,FR,"Juliette Binoche,Armelle,Edouard Baer,François Berléand,Noémie Lvovsky,Yolande Moreau,Lily Taieb,Anamaria Vartolomei,Pauline Briand,Marie Zabukovec"
4256,tt1045772,I Love You Phillip Morris,2009,98,"Biography,Comedy,Crime",6.6,99907,"FR', 'US","Jim Carrey,Ewan McGregor,David Jensen,Leslie Mann,Marylouise Burke,Antoni Corone,Annie Golden,Rodrigo Santoro,Brennan Brown,Michael Mandell"
4257,tt10469804,Teddy,2020,88,"Comedy,Drama,Horror",6.0,1859,FR,"Noémie Lvovsky,Ludovic Torrent,Guillaume Mattera,Alain Boitel,Jean-Paul Fabre,Thierry Nou,Jeannine Dufour,Christine Gautier,Jean-Michel Ricart,Anthony Bajon"
4259,tt10483152,Unicorn Wars,2022,92,"Action,Animation,Comedy",6.8,2160,"BE', 'FR', 'ES","Ramón Barea,Iker Díaz,Gaizka Soria,Jaione Insausti,Txema Regalado,Alberto Vázquez,Jon Goiri,Pedro Arrieta,Estíbaliz Lizárraga,Manu Heras,Manu Heras"
4260,tt10489382,La sainte famille,2019,90,"Comedy,Drama",5.1,136,FR,"Louis-Do de Lencquesaing,Léa Drucker,Marthe Keller,Manuel Le Lièvre,Manali Blain,Laura Smet,Thierry Godard,Stéphanie Bataille,Billie Blain,Inna Modja"
4261,tt10492618,La source,2019,103,"Biography,Comedy,Drama",5.6,100,"BE', 'FR","Christopher Lambert,Christine Citti,Pascal Demolon,Fred Testot,Alice David,Jean-François Cayrey,Thomas Goldberg,Édouard Court,Sneazzy West,Karim Braire"
4263,tt10533078,J'irai où tu iras,2019,100,"Comedy,Drama",5.3,531,FR,"Pascale Arbillot,Serge Avedikian,Jean-Gabriel Nordmann,Patrick Timsit,Vanessa Macé,Leïla Bekhti,Géraldine Nakache,Célia Pilastre,Vincent Darmuzey,Bryan Marciano"
4267,tt1054606,The Imaginarium of Doctor Parnassus,2009,123,"Adventure,Comedy,Fantasy",6.8,154051,"CA', 'FR', 'GB', 'US","Christopher Plummer,Heath Ledger,Johnny Harris,Katie Lyons,Verne Troyer,Richard Riddell,Andrew Garfield,Lily Cole,Richard Shanks,Bruce Crawford"
4268,tt10551904,L'origine du monde,2020,98,Comedy,5.8,1856,"BE', 'FR","Nicole Garcia,Laurent Lafitte,Vincent Macaigne,Karin Viard,Hélène Vincent,Christine Beauvallet,Charlotte Bienenfeld,Juliette Bettencourt,Luca Malinowski,Pauline Clément"
4269,tt10556220,L'oeuf dure,2018,113,Comedy,6.8,18,FR,"Jean-Christophe Bouvet,Rémi Lange,Adriano Dafy,Jérôme-Ramses Garcia de La Torre,Vassia Chavaroche,Karim Rollamallah,Ali Ibrahim Nagarba,Magalie Le Naour-Saby,Kathy Le Naour-Saby,Antoine Janot"
4272,tt10590506,Profession du père,2020,105,"Comedy,Drama",5.9,366,FR,"Audrey Dana,Amandine Dewasmes,Jean-Michel Molé,Benoît Poelvoorde,Tom Lévy,Nicolas Bridet,Martine Schambacher,Eric Verdin,Blandine Costaz,Jules Lefebvre"
4276,tt10627352,Effacer l'historique,2020,110,"Comedy,Drama",5.7,2045,"BE', 'FR","Jackie Berroyer,Jean Dujardin,Corinne Masiero,Denis Podalydès,Benoît Poelvoorde,Lucas Mondher,Jean-Louis Barcelona,Blanche Gardin,Vincent Lacoste,Miss Ming"
4277,tt10638582,Parents d'élèves,2020,89,Comedy,6.0,550,FR,"Emmanuelle Bougerol,Anne Charrier,Samir Guesmi,Emilie Gavois-Kahn,Héléna Soubeyrand,Eric Verdin,Alix Poisson,Camélia Jordana,Vincent Dedienne,Oscar Pauleau"
4278,tt1064861,De la guerre,2008,130,"Comedy,Drama,War",6.0,543,FR,"Asia Argento,Mathieu Amalric,Aurore Clément,Guillaume Depardieu,Laurent Lucas,Elina Löwensohn,Michel Piccoli,Clotilde Hesme,Léa Seydoux,Laurent Delbecque"
4279,tt1064932,Bienvenue chez les Ch'tis,2008,106,"Comedy,Romance",7.1,45031,FR,"Dany Boon,Philippe Duquesne,Stéphane Freiss,Zoé Félix,Michel Galabru,Guy Lecluyse,Anne Marivin,Kad Merad,Line Renaud,Lorenzo Ausilia-Foret"
4281,tt1064964,Leur morale... et la nôtre,2008,100,"Comedy,Crime",5.5,187,FR,"Victoria Abril,Françoise Bertin,Isabelle Caubère,André Dussollier,Stéphane Foenkinos,Samir Guesmi,Catherine Hosmalin,Micha Lescot,Michel Muller,Raphaël Mezrahi"
4283,tt1065332,Parlez-moi de la pluie,2008,110,"Comedy,Drama",6.1,1933,FR,"Pascale Arbillot,Jean-Pierre Bacri,Guillaume de Tonquédec,Jamel Debbouze,Agnès Jaoui,Florence Loiret Caille,Frédéric Pierrot,Anne Werner,Laurent Jarroir,Mimouna Hadji"
4287,tt10676134,Mica,2020,103,"Comedy,Drama,Sport",6.9,120,"FR', 'MA","Rachid Fekkak,Zakaria Inan,Moumen Mekouar,Nabil Elboukhari,Laila Haddadi,Si Mohammed Boufaras,Sabrina Ouazani,Mustapha Rachidi,Rachida Saoudi,Mohammed Azelrab Kaghat"
4291,tt1069246,Habana Eva,2010,106,"Comedy,Romance",5.9,359,"VE', 'CU', 'FR","Herminia Sánchez,Juan Carlos García,Noel García,Elsa Camp,Prakriti Maduro,Yuliet Cruz,Larisa Vega Alamar,Carlos Enrique Almirante,Yaikenis Rojas,Aracelis Rodriguez"
4293,tt10715194,La grande classe,2019,83,Comedy,5.3,1411,FR,"Joséphine Draï,Romain Lancry,Nicolas Berno,Caroline Anglade,Pauline Deshons,Johann Dionnet,Ludovik,Jérôme Niel,Nicolas Lumbreras,Marc Riso"
4296,tt10738536,Délicieux,2021,112,"Comedy,Drama,History",7.0,5689,"BE', 'FR","Laurent Bateau,Christian Bouillette,Isabelle Carré,Guillaume de Tonquédec,Félix Fournier,Grégory Gadebois,Marie-Julie Baup,Benjamin Lavernhe,Manon Combes,Lorenzo Lefèbvre"
4297,tt10746876,Papi Sitter,2020,90,"Comedy,Drama",5.3,384,FR,"Gérard Lanvin,Philippine Leroy-Beaulieu,Olivier Marchal,Laurent Olmedo,Paco Fuster,Côme Levin,Anne Girouard,Jean-François Cayrey,Camille Aguilar,Souad Arsane"
4303,tt1077097,Seuls Two,2008,94,Comedy,5.4,2759,FR,"Kristin Scott Thomas,Élodie Bouchez,Edouard Baer,Ramzy Bedia,Eric Judor,Benoît Magimel,Fred Testot,Omar Sy,MC Jean Gab'1,Hafid F. Benamar"
4305,tt10785310,Três Verões,2019,94,"Comedy,Drama",6.4,607,"BR', 'FR","Alexandre Barros,Regina Casé,Gisele Fróes,Rogério Fróes,Otávio Müller,Edmilson Barros,Giselle Batista,Saulo Arcoverde,Jéssica Ellen,Alli Willow"
4307,tt1081935,Baarìa,2009,163,"Comedy,Drama",6.9,8003,"FR', 'IT","Gaetano Aronica,Lollo Franco,Nicole Grimaudo,Ángela Molina,Lina Sastri,Lina Sastri,Francesco Scianna,Salvatore Ficarra,Valentino Picone,Alfio Sorbello,Margareth Madè"
4309,tt1082051,"Musée haut, musée bas",2008,97,Comedy,5.4,484,FR,"Victoria Abril,Josiane Balasko,Michel Blanc,Simon Abkarian,Pierre Arditi,Alfredo Arias,John Arnold,Sophie Artur,Jean-Damien Barbin,Emeline Bayart"
4314,tt1087829,"Aide-toi, le ciel t'aidera",2008,94,Comedy,6.5,125,FR,"Mamadou Dioumé,Fatou N'Diaye,Claude Rich,Félicité Wouassi,Mata Gabin,Jacky Ido,Ralph Amoussou,Charles-Etienne N'Diaye,Karim Kermaoui"
4317,tt1087865,Mázli,2008,88,Comedy,5.8,239,"FR', 'DE', 'HU","Lorànt Deutsch,István Gyuricza,Jenõ Kiss,Andor Lukáts,Kati Lázár,Lili Monori,Felix Theissen,Miklós Kapácsy,Vica Kerekes,Károly Tóth"
4318,tt1087896,Les dents de la nuit,2008,85,"Comedy,Horror",5.2,634,FR,"Jean-Luc Couchard,Vincent Desagnat,Antoine Duléry,Hélène de Fougerolles,Julie Fournier,Gilles Gaston-Dreyfus,Sam Karmann,Joseph Malerba,Patrick Mille,Frédérique Bel"
4323,tt1092020,Nos 18 ans,2008,93,"Comedy,Romance",6.1,816,FR,"Michel Blanc,Maruschka Detmers,Bernadette Lafont,Venantino Venantini,Pierre Boulanger,Arthur Dupont,Théo Frilet,Julia Piaton,Lisa Manili,Valentine Catzéflis"
4325,tt1093352,Comme les autres,2008,93,"Comedy,Drama,Romance",6.5,1424,FR,"Anne Brochet,Liliane Cebrian,Luis Jaime Cortez,Andrée Damant,Florence Darel,Marc Duret,Pascal Elbé,Katherine Erhardy,Pilar López de Ayala,Lambert Wilson,Lambert Wilson"
4327,tt10940736,Petite fleur,2022,98,Comedy,6.0,534,"AR', 'BE', 'ES', 'FR","Éric Caravaca,Daniel Hendler,Françoise Lebrun,Sergi López,Melvil Poupaud,Amapola Golzman,Calypso Roure,Eva Zayas Brito Cornet,Hervé Vilard,Vimala Pons"
4332,tt10945232,Hommes au bord de la crise de nerfs,2022,97,Comedy,5.2,487,"BE', 'FR","Ramzy Bedia,Pascal Demolon,Marina Hands,Thierry Lhermitte,Laurent Stocker,François-Xavier Demaison,Michaël Grégorio,Max Baissette de Malglaive,Alice Belaïdi,Loïc Legendre"
4338,tt10965792,Belle fille,2020,96,Comedy,5.8,540,FR,"Thomas Dutronc,Alexandra Lamy,Patrick Mille,Miou-Miou,Jonathan Zaccaï,Guillaume Bouchède,Frank Bellocq,Jean-Philippe Ricci,Michel Ferracci,Léa Léviant"
4340,tt10965976,Cette musique ne joue pour personne,2021,107,"Comedy,Drama,Romance",6.3,507,"BE', 'FR","Ramzy Bedia,Bouli Lanners,Valeria Bruni Tedeschi,Vincent Macaigne,Vanessa Paradis,JoeyStarr,Gustave Kervern,François Damiens,Constance Rousseau,Raphaelle Doyle"
4344,tt11002900,Playlist,2021,84,"Comedy,Drama,Music",6.3,788,FR,"Bertrand Belin,Bertrand Belin,Jackie Berroyer,Grégoire Colin,Sara Forestier,Laetitia Dosch,Pierre Lottin,Lescop,Andranic Manet,Inas Chanti,Marc Fraize"
4345,tt11006570,La pièce rapportée,2020,86,Comedy,5.5,373,FR,"Josiane Balasko,Olivier Broche,Philippe Duquesne,Sergi López,Christian Taponard,Philippe Katerine,Jocelyne Augier,Anaïs Demoustier,William Lebghil,Olivier Degorgue"
4347,tt11013434,Antoinette dans les Cévennes,2020,96,"Adventure,Comedy,Romance",6.5,3783,"BE', 'FR","François Caron,Marie Rivière,Lucia Sanchez,Louise Vidal,Jean-Pierre Martins,Olivia Côte,Laure Calamy,Benjamin Lavernhe,Maxence Tual,Marc Fraize"
4348,tt11013572,Docteur?,2019,90,Comedy,6.5,2298,FR,"Michel Blanc,Jacques Boudet,Chantal Lauby,Ophélia Kolb,Franck Gastambide,Solène Rigot,Maxence Tual,Artus,Fadily Camara,Hakim Jemili"
